形容詞・アウオ段,未然ウ接続,かろ
形容詞・アウオ段,仮定縮約２,きゃ
形容詞・アウオ段,体言接続,き
形容詞・アウオ段,仮定形,けれ
形容詞・アウオ段,基本形,い
形容詞・アウオ段,連用テ接続,く
形容詞・アウオ段,未然ヌ接続,から
形容詞・アウオ段,ガル接続,
形容詞・アウオ段,文語基本形,し
形容詞・イイ,基本形-促音便,っ
形容詞・イイ,基本形,
不変化型,基本形,
文語・リ,体言接続,る
文語・リ,基本形,り
文語・ベシ,連用形,く
文語・ベシ,体言接続,き
文語・ベシ,未然形,から
文語・ベシ,仮定形,けれ
文語・ベシ,基本形,し
特殊・デス,連用形,し
特殊・デス,未然形,しょ
特殊・デス,基本形,す
文語・ゴトシ,連用形,く
文語・ゴトシ,体言接続,き
文語・ゴトシ,基本形,し
特殊・タイ,音便基本形,てえ
特殊・タイ,仮定縮約２,たきゃ
特殊・タイ,ガル接続,た
特殊・タイ,連用タ接続,たかっ
特殊・タイ,未然ヌ接続,たから
特殊・タイ,仮定縮約１,たけりゃ
特殊・タイ,連用ゴザイ接続,とう
特殊・タイ,仮定形,たけれ
特殊・タイ,基本形,たい
特殊・タイ,体言接続,たき
特殊・タイ,文語基本形,たし
特殊・タイ,未然ウ接続,たかろ
特殊・タイ,連用テ接続,たく
特殊・ナイ,音便基本形,ねえ
特殊・ナイ,仮定縮約２,なきゃ
特殊・ナイ,ガル接続,な
特殊・ナイ,命令ｅ,なかれ
特殊・ナイ,連用タ接続,なかっ
特殊・ナイ,連用デ接続,ない
特殊・ナイ,仮定縮約１,なけりゃ
特殊・ナイ,連用ゴザイ接続,のう
特殊・ナイ,仮定形,なけれ
特殊・ナイ,基本形,ない
特殊・ナイ,文語基本形,なし
特殊・ナイ,体言接続,なき
特殊・ナイ,未然ヌ接続,なから
特殊・ナイ,未然ウ接続,なかろ
特殊・ナイ,連用テ接続,なくっ
下二・タ行,連用形,て
下二・タ行,未然形,て
下二・タ行,仮定形,つれ
下二・タ行,基本形,つ
下二・タ行,体言接続,つる
下二・タ行,命令ｙｏ,てよ
文語・ナリ,体言接続,る
文語・ナリ,未然形,ら
文語・ナリ,命令ｅ,れ
文語・ナリ,仮定形,れ
文語・ナリ,基本形,り
特殊・ヤ,連用形,っ
特殊・ヤ,未然形,ろ
特殊・ヤ,基本形,
文語・ル,連用形,れ
文語・ル,未然形,れ
文語・ル,命令ｅ,れよ
文語・ル,仮定形,るれ
文語・ル,基本形,る
文語・ル,体言接続,るる
文語・ル,命令ｙｏ,れよ
特殊・ヌ,連用形,ざり
特殊・ヌ,連用ニ接続,ず
特殊・ヌ,仮定形,ね
特殊・ヌ,基本形,ぬ
特殊・ヌ,体言接続,ざる
特殊・ヌ,文語基本形,ず
特殊・ジャ,連用形,っ
特殊・ジャ,未然形,ろ
特殊・ジャ,基本形,
文語・マジ,連用形,く
文語・マジ,体言接続,き
文語・マジ,仮定形,けれ
文語・マジ,基本形,
文語・ケリ,体言接続,る
文語・ケリ,基本形,り
特殊・マス,連用形,し
特殊・マス,未然形,せ
特殊・マス,命令ｅ,せ
特殊・マス,仮定形,すれ
特殊・マス,基本形,す
特殊・マス,命令ｉ,し
特殊・マス,未然ウ接続,しょ
五段・ラ行アル,連用形,り
五段・ラ行アル,仮定縮約１,りゃ
五段・ラ行アル,未然形,ら
五段・ラ行アル,未然ウ接続,ろ
五段・ラ行アル,仮定形,れ
五段・ラ行アル,基本形,る
五段・ラ行アル,体言接続特殊,ん
五段・ラ行アル,連用タ接続,っ
五段・ラ行アル,命令ｅ,れ
文語・キ,体言接続,し
文語・キ,命令ｅ,しか
文語・キ,基本形,き
特殊・タ,未然形,ら
特殊・タ,仮定形,ろ
特殊・タ,基本形,
特殊・ダ,連用形,で
特殊・ダ,未然形,だろ
特殊・ダ,命令ｅ,なれ
特殊・ダ,仮定形,なら
特殊・ダ,基本形,だ
特殊・ダ,体言接続,な
特殊・ダ,連用タ接続,だっ
